2495	702	2012-12-04	20:50:12	11998359
2496	702	2012-12-04	20:50:13	11999383
2497	702	2012-12-04	20:50:14	12000407
2498	702	2012-12-04	20:50:15	12001431
2499	702	2012-12-04	20:50:16	12002455
2500	703	2012-12-04	20:50:17	7522101
2501	703	2012-12-04	20:50:18	7523230
2502	702	2012-12-04	20:50:18	12004748
2503	702	2012-12-04	20:50:19	12005772
2507	703	2012-12-04	20:50:19	7524359
2504	702	2012-12-04	20:50:20	12006796
2508	703	2012-12-04	20:50:20	7525490
2505	702	2012-12-04	20:50:21	12007820
2509	703	2012-12-04	20:50:21	7526617
2506	702	2012-12-04	20:50:22	12008844
2510	703	2012-12-04	20:50:22	7527745
2511	703	2012-12-04	20:50:23	7528872
