2704	702	2012-12-04	21:04:20	12866662
2705	702	2012-12-04	21:04:21	12867686
2706	702	2012-12-04	21:04:22	12868710
2707	702	2012-12-04	21:04:23	12869734
2709	703	2012-12-04	21:04:23	8389315
2708	702	2012-12-04	21:04:24	12870758
2710	703	2012-12-04	21:04:24	8390445
2711	703	2012-12-04	21:04:25	8391571
2712	702	2012-12-04	21:04:26	12872516
2717	703	2012-12-04	21:04:26	8392697
2713	702	2012-12-04	21:04:27	12873540
2718	703	2012-12-04	21:04:27	8393827
2714	702	2012-12-04	21:04:28	12874564
2719	703	2012-12-04	21:04:28	8394955
2715	702	2012-12-04	21:04:29	12875588
2716	702	2012-12-04	21:04:30	12876612
