17516	703	2012-12-06	21:37:10	2828817
17517	703	2012-12-06	21:37:11	2829944
17518	703	2012-12-06	21:37:12	2831070
17519	703	2012-12-06	21:37:13	2832198
17520	702	2012-12-06	21:37:13	2605392
17521	702	2012-12-06	21:37:14	2606416
17525	703	2012-12-06	21:37:14	2833325
17522	702	2012-12-06	21:37:15	2607440
17526	703	2012-12-06	21:37:15	2834455
17523	702	2012-12-06	21:37:16	2608464
17524	702	2012-12-06	21:37:17	2609488
17527	702	2012-12-06	21:37:18	2610625
17528	702	2012-12-06	21:37:19	2611649
17529	702	2012-12-06	21:37:20	2612673
17530	702	2012-12-06	21:37:21	2613697
17531	702	2012-12-06	21:37:22	2614721

17532	702	2012-12-06	21:37:24	2616430
17533	702	2012-12-06	21:37:25	2617454
17534	702	2012-12-06	21:37:26	2618478
17535	702	2012-12-06	21:37:27	2619502
17536	702	2012-12-06	21:37:28	2620526

17537	703	2012-12-06	21:37:46	2865982
17538	703	2012-12-06	21:37:47	2867112
17539	703	2012-12-06	21:37:48	2868241
17540	702	2012-12-06	21:37:48	2641553
17541	702	2012-12-06	21:37:49	2642577
17545	703	2012-12-06	21:37:49	2869369
17542	702	2012-12-06	21:37:50	2643601
17546	703	2012-12-06	21:37:50	2870496
17543	702	2012-12-06	21:37:51	2644625
17547	703	2012-12-06	21:37:51	2871624
17544	702	2012-12-06	21:37:52	2645649
17548	703	2012-12-06	21:37:52	2872753

17549	702	2012-12-06	21:37:54	2647567
17550	702	2012-12-06	21:37:55	2648591
17551	702	2012-12-06	21:37:56	2649615
17552	702	2012-12-06	21:37:57	2650639
17553	702	2012-12-06	21:37:58	2651663
17554	702	2012-12-06	21:37:59	2652782
17555	702	2012-12-06	21:38:00	2653806
17556	702	2012-12-06	21:38:01	2654830
17557	702	2012-12-06	21:38:02	2655854
17558	702	2012-12-06	21:38:03	2656878

17559	702	2012-12-06	21:38:11	2664623
17560	702	2012-12-06	21:38:12	2665647
17561	702	2012-12-06	21:38:13	2666671
17562	702	2012-12-06	21:38:14	2667695
17563	702	2012-12-06	21:38:15	2668719
17564	703	2012-12-06	21:38:16	2897083
17565	703	2012-12-06	21:38:17	2898209
17566	702	2012-12-06	21:38:17	2671325
17567	702	2012-12-06	21:38:18	2672349
17571	703	2012-12-06	21:38:18	2899340
17568	702	2012-12-06	21:38:19	2673373
17572	703	2012-12-06	21:38:19	2900466
17569	702	2012-12-06	21:38:20	2674397
17573	703	2012-12-06	21:38:20	2901593
17570	702	2012-12-06	21:38:21	2675421
17574	703	2012-12-06	21:38:21	2902720
17575	703	2012-12-06	21:38:22	2903847
