16862	703	2012-12-06	21:13:13	1357761
16863	703	2012-12-06	21:13:14	1358890
16864	703	2012-12-06	21:13:15	1360016
16865	702	2012-12-06	21:13:16	1133863
16870	703	2012-12-06	21:13:16	1361142
16866	702	2012-12-06	21:13:17	1134887
16871	703	2012-12-06	21:13:17	1362272
16867	702	2012-12-06	21:13:18	1135911
16872	703	2012-12-06	21:13:18	1363402
16868	702	2012-12-06	21:13:19	1136935
16869	702	2012-12-06	21:13:20	1137959
16873	702	2012-12-06	21:13:22	1139552
16874	702	2012-12-06	21:13:23	1140576
16875	702	2012-12-06	21:13:24	1141600
16876	702	2012-12-06	21:13:25	1142624
16877	702	2012-12-06	21:13:26	1143648
16878	702	2012-12-06	21:13:27	1144701
16879	702	2012-12-06	21:13:28	1145725
16880	702	2012-12-06	21:13:29	1146749
16881	702	2012-12-06	21:13:30	1147773
16882	702	2012-12-06	21:13:31	1148797
16883	702	2012-12-06	21:13:51	1169399
16884	702	2012-12-06	21:13:52	1170423
16885	702	2012-12-06	21:13:53	1171447
16886	702	2012-12-06	21:13:54	1172471
16887	702	2012-12-06	21:13:55	1173495
16888	702	2012-12-06	21:13:57	1175317
16889	702	2012-12-06	21:13:58	1176341
16890	702	2012-12-06	21:13:59	1177365
16893	703	2012-12-06	21:13:59	1404630
16891	702	2012-12-06	21:14:00	1178389
16894	703	2012-12-06	21:14:00	1405758
16892	702	2012-12-06	21:14:01	1179413
16895	703	2012-12-06	21:14:01	1406886
16896	702	2012-12-06	21:14:02	1180917
16901	703	2012-12-06	21:14:02	1408013
16897	702	2012-12-06	21:14:03	1181941
16902	703	2012-12-06	21:14:03	1409139
16898	702	2012-12-06	21:14:04	1182965
16899	702	2012-12-06	21:14:05	1183989
16900	702	2012-12-06	21:14:06	1185013
