16751	702	2012-12-06	21:08:19	830107
16752	702	2012-12-06	21:08:20	831131
16753	702	2012-12-06	21:08:21	832155
16754	702	2012-12-06	21:08:22	833179
16755	702	2012-12-06	21:08:23	834203
16756	702	2012-12-06	21:08:25	835986
16757	702	2012-12-06	21:08:26	837010
16761	703	2012-12-06	21:08:26	1063019
16758	702	2012-12-06	21:08:27	838034
16762	703	2012-12-06	21:08:27	1064149
16759	702	2012-12-06	21:08:28	839058
16763	703	2012-12-06	21:08:28	1065279
16760	702	2012-12-06	21:08:29	840082
16764	703	2012-12-06	21:08:29	1066408
16765	703	2012-12-06	21:08:30	1067534
