17773	703	2012-12-06	21:47:10	3443772
17774	703	2012-12-06	21:47:11	3444903
17775	702	2012-12-06	21:47:12	3218598
17780	703	2012-12-06	21:47:12	3446029
17776	702	2012-12-06	21:47:13	3219622
17781	703	2012-12-06	21:47:13	3447155
17777	702	2012-12-06	21:47:14	3220646
17782	703	2012-12-06	21:47:14	3448285
17778	702	2012-12-06	21:47:15	3221670
17783	703	2012-12-06	21:47:15	3449414
17779	702	2012-12-06	21:47:16	3222694
17784	703	2012-12-06	21:47:16	3450543
17785	702	2012-12-06	21:47:17	3223830
17786	702	2012-12-06	21:47:18	3224854
17787	702	2012-12-06	21:47:19	3225878
17788	702	2012-12-06	21:47:20	3226902
17789	702	2012-12-06	21:47:21	3227926
17790	702	2012-12-06	21:47:22	3229101
17791	702	2012-12-06	21:47:23	3230125
17792	702	2012-12-06	21:47:24	3231149
17793	702	2012-12-06	21:47:25	3232173
17794	702	2012-12-06	21:47:26	3233197

17795	702	2012-12-06	21:47:36	3243370
17796	702	2012-12-06	21:47:37	3244394
17797	702	2012-12-06	21:47:38	3245418
17798	702	2012-12-06	21:47:39	3246442
17799	702	2012-12-06	21:47:40	3247466
17800	703	2012-12-06	21:47:41	3475471
17801	702	2012-12-06	21:47:42	3249022
17806	703	2012-12-06	21:47:42	3476601
17802	702	2012-12-06	21:47:43	3250046
17807	703	2012-12-06	21:47:43	3477728
17803	702	2012-12-06	21:47:44	3251070
17808	703	2012-12-06	21:47:44	3478857
17804	702	2012-12-06	21:47:45	3252094
17809	703	2012-12-06	21:47:45	3479986
17805	702	2012-12-06	21:47:46	3253118
17810	703	2012-12-06	21:47:46	3481113

17811	703	2012-12-06	21:48:07	3501843
17812	703	2012-12-06	21:48:08	3502974
17813	703	2012-12-06	21:48:09	3504101
17814	702	2012-12-06	21:48:09	3277592
17815	702	2012-12-06	21:48:10	3278616
17819	703	2012-12-06	21:48:10	3505231
17816	702	2012-12-06	21:48:11	3279640
17820	703	2012-12-06	21:48:11	3506361
17817	702	2012-12-06	21:48:12	3280664
17821	703	2012-12-06	21:48:12	3507487
17818	702	2012-12-06	21:48:13	3281688
17822	703	2012-12-06	21:48:13	3508616

17823	702	2012-12-06	21:48:15	3283576
17824	702	2012-12-06	21:48:16	3284600
17825	702	2012-12-06	21:48:17	3285624
17826	702	2012-12-06	21:48:18	3286648
17827	702	2012-12-06	21:48:19	3287672

17828	702	2012-12-06	21:48:33	3301222
17829	702	2012-12-06	21:48:34	3302246
17830	702	2012-12-06	21:48:35	3303270
17831	702	2012-12-06	21:48:36	3304294
17832	702	2012-12-06	21:48:37	3305318
17833	703	2012-12-06	21:48:38	3533445
17834	703	2012-12-06	21:48:39	3534571
17835	702	2012-12-06	21:48:40	3308459
17840	703	2012-12-06	21:48:40	3535697
17836	702	2012-12-06	21:48:41	3309483
17841	703	2012-12-06	21:48:41	3536823
17837	702	2012-12-06	21:48:42	3310507
17842	703	2012-12-06	21:48:42	3537952
17838	702	2012-12-06	21:48:43	3311531
17843	703	2012-12-06	21:48:43	3539079
17839	702	2012-12-06	21:48:44	3312555
17844	703	2012-12-06	21:48:44	3540208
